TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=topdown_with_path
INCLUDE_DISCONTIGUITIES=true
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.2; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=false
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
406;12;11;9;ch;6;9;1;0;6;9;2;0;6;9;3;0;6;9;4;0;6;9;5;0;6;9;6;3;8;10;7;3;8;10;8;3;8;10;9;3;8;10;10;3;8;10;11;3;8;10;12;3;8;10;13;3;8;10;14;3;8;10;ran;4;6;9
408;33;9;19;ch;17;19;1;1;17;19;2;1;17;19;3;1;17;19;4;1;17;19;5;4;18;19;6;4;18;19;7;4;18;19;8;4;18;19;9;4;18;19;10;4;18;19;11;4;18;19;12;4;18;19;13;4;18;19;14;4;18;19;ran;1;17;19
409;15;8;8;ch;8;9;1;2;8;8;2;2;8;8;3;2;8;8;4;2;8;8;5;2;8;8;6;2;8;8;7;2;8;8;8;2;8;8;9;2;8;8;10;2;8;8;11;2;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;2;8;8
410;33;12;25;ch;19;22;1;0;19;22;2;0;19;22;3;0;19;22;4;4;21;23;5;4;21;23;6;4;21;23;7;4;21;23;8;4;21;23;9;4;21;23;10;4;21;23;11;4;21;23;12;4;21;23;13;4;21;23;14;4;21;23;ran;1;19;22
411;17;7;9;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;3;8;8
412;30;9;15;ch;15;16;1;1;15;15;2;1;15;15;3;1;15;15;4;0;15;16;5;0;15;16;6;0;15;16;7;0;15;16;8;0;15;16;9;0;15;16;10;0;15;16;11;0;15;16;12;0;15;16;13;0;15;16;14;0;15;16;ran;1;15;15
413;14;7;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;4;9;9
414;11;7;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;1;5;6
415;26;9;12;ch;7;14;1;1;9;13;2;1;9;13;3;1;9;13;4;1;9;13;5;1;9;13;6;1;9;13;7;1;9;13;8;1;9;13;9;1;9;13;10;1;9;13;11;1;9;13;12;1;9;13;13;1;9;13;14;1;9;13;ran;0;7;14
416;38;11;24;ch;22;24;1;4;23;24;2;4;23;24;3;4;23;24;4;4;23;24;5;4;23;24;6;4;23;24;7;4;23;24;8;4;23;24;9;4;23;24;10;4;23;24;11;4;23;24;12;4;23;24;13;4;23;24;14;4;23;24;ran;3;23;24
417;14;7;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;8;8
418;14;9;8;ch;8;8;1;1;8;8;2;1;8;8;3;1;8;8;4;1;8;8;5;1;8;8;6;1;8;8;7;1;8;8;8;1;8;8;9;1;8;8;10;1;8;8;11;1;8;8;12;1;8;8;13;1;8;8;14;1;8;8;ran;0;8;8
419;19;9;11;ch;11;11;1;0;11;11;2;0;11;11;3;0;11;11;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;0;11;11;14;0;11;11;ran;3;11;12
420;20;8;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;1;9;9
421;21;6;9;ch;9;10;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;1;9;9;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;1;9;9;11;1;9;9;12;1;9;9;13;1;9;9;14;1;9;9;ran;1;9;9
422;34;10;18;ch;15;18;1;3;14;19;2;3;14;19;3;3;14;19;4;3;14;19;5;3;14;19;6;2;14;19;7;0;15;18;8;0;15;18;9;0;15;18;10;1;15;18;11;0;15;18;12;0;15;18;13;0;15;18;14;0;15;18;ran;1;15;18
423;20;11;12;ch;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;0;12;12;5;0;12;12;6;0;12;12;7;0;12;12;8;1;10;12;9;0;12;12;10;0;12;12;11;0;12;12;12;0;12;12;13;1;10;12;14;1;10;12;ran;1;10;12
425;17;8;9;ch;8;9;1;1;8;9;2;1;8;9;3;1;8;9;4;1;8;9;5;1;8;9;6;1;8;9;7;1;8;9;8;1;8;9;9;1;8;9;10;1;8;9;11;1;8;9;12;1;8;9;13;1;8;9;14;1;8;9;ran;3;8;9
426;17;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;2;8;8;8;3;8;8;9;3;8;8;10;3;8;8;11;3;8;8;12;3;8;8;13;3;8;8;14;3;8;8;ran;1;8;8
427;27;14;16;ch;16;16;1;4;14;17;2;4;14;17;3;4;14;17;4;4;14;17;5;4;14;17;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;4;14;17;ran;4;14;17
428;32;13;20;ch;20;20;1;0;20;20;2;0;20;20;3;0;20;20;4;0;20;20;5;0;20;20;6;0;20;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;1;15;20;12;1;15;20;13;1;15;20;14;1;15;20;ran;3;20;20
429;13;6;5;ch;5;5;1;2;5;5;2;2;5;5;3;3;5;6;4;3;5;6;5;3;5;6;6;3;5;6;7;3;5;6;8;3;5;6;9;3;5;6;10;3;5;6;11;3;5;6;12;3;5;6;13;3;5;6;14;3;5;6;ran;1;5;6
431;21;13;15;ch;13;15;1;4;14;15;2;4;14;15;3;4;14;15;4;4;14;15;5;2;12;16;6;2;12;16;7;4;14;15;8;4;14;15;9;4;14;15;10;4;14;15;11;4;14;15;12;4;14;15;13;4;14;15;14;4;14;15;ran;2;12;16
432;20;10;12;ch;11;11;1;4;10;11;2;4;10;11;3;2;11;11;4;4;10;11;5;4;10;11;6;2;11;11;7;2;11;11;8;2;11;11;9;2;11;11;10;2;11;11;11;2;11;11;12;2;11;11;13;4;10;11;14;4;10;11;ran;0;11;11
433;15;9;9;ch;9;9;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;1;9;9;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;1;9;9;11;1;9;9;12;1;9;9;13;1;9;9;14;1;9;9;ran;1;9;9
434;35;16;22;ch;20;22;1;4;20;23;2;4;20;23;3;1;19;23;4;1;19;23;5;0;20;22;6;0;20;22;7;0;20;22;8;0;20;22;9;0;20;22;10;3;20;21;11;3;20;21;12;3;20;21;13;3;20;21;14;3;20;21;ran;2;19;22
435;11;6;4;ch;1;3;1;4;1;5;2;4;1;5;3;4;1;5;4;4;1;5;5;0;1;3;6;0;1;3;7;0;1;3;8;0;1;3;9;0;1;3;10;0;1;3;11;0;1;3;12;0;1;3;13;0;1;3;14;0;1;3;ran;2;1;4
436;19;14;14;ch;13;15;1;1;13;14;2;0;13;15;3;0;13;15;4;0;13;15;5;1;13;14;6;1;13;14;7;1;13;14;8;4;14;14;9;4;14;14;10;4;14;14;11;4;14;14;12;4;14;14;13;4;14;14;14;4;14;14;ran;1;13;14
437;18;11;12;ch;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;1;12;12;5;1;12;12;6;1;12;12;7;1;12;12;8;1;12;12;9;1;12;12;10;1;12;12;11;1;12;12;12;1;12;12;13;1;12;12;14;1;12;12;ran;4;12;12
438;10;8;6;ch;5;5;1;1;6;6;2;1;6;6;3;1;6;6;4;1;6;6;5;1;6;6;6;1;6;6;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;0;5;5;12;0;5;5;13;0;5;5;14;0;5;5;ran;1;6;6
439;20;14;13;ch;11;14;1;0;11;14;2;0;11;14;3;0;11;14;4;0;11;14;5;0;11;14;6;0;11;14;7;0;11;14;8;0;11;14;9;0;11;14;10;0;11;14;11;0;11;14;12;0;11;14;13;0;11;14;14;0;11;14;ran;4;13;15
441;31;17;23;ch;22;23;1;2;23;23;2;2;23;23;3;2;23;23;4;2;23;23;5;2;23;23;6;2;23;23;7;2;23;23;8;2;23;23;9;2;23;23;10;2;23;23;11;2;23;23;12;2;23;23;13;2;23;23;14;2;23;23;ran;2;23;23
442;11;10;8;ch;8;9;1;2;8;8;2;2;8;8;3;2;8;8;4;1;8;9;5;1;8;9;6;1;8;9;7;2;8;8;8;1;8;9;9;1;8;9;10;2;8;8;11;2;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;2;8;8
443;16;10;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;3;10;10
444;23;13;14;ch;13;14;1;2;14;14;2;2;14;14;3;1;14;15;4;2;14;14;5;1;14;15;6;1;14;15;7;1;14;15;8;1;14;15;9;1;14;15;10;1;14;15;11;1;14;15;12;1;14;15;13;1;14;15;14;1;14;15;ran;2;14;14
445;10;7;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;3;6;8
447;8;7;6;ch;5;6;1;4;6;6;2;0;5;6;3;0;5;6;4;4;6;6;5;4;6;6;6;4;6;6;7;4;6;6;8;4;6;6;9;4;6;6;10;2;5;6;11;2;5;6;12;2;5;6;13;2;5;6;14;2;5;6;ran;1;5;6
448;14;5;5;ch;5;5;1;0;5;5;2;3;5;6;3;3;5;6;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;3;5;6;11;3;5;6;12;3;5;6;13;3;5;6;14;0;5;5;ran;0;5;5
449;24;9;12;ch;9;10;1;3;8;11;2;3;8;11;3;3;8;11;4;3;8;11;5;3;8;11;6;3;8;11;7;3;8;11;8;3;8;11;9;3;8;11;10;3;8;11;11;3;8;11;12;3;8;11;13;3;8;11;14;3;8;11;ran;2;10;10
450;11;8;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;4;2;6;12;4;2;6;13;4;2;6;14;0;7;7;ran;0;7;7
451;28;8;16;ch;9;16;1;0;9;16;2;0;9;16;3;0;9;16;4;0;9;16;5;0;9;16;6;0;9;16;7;0;9;16;8;0;9;16;9;0;9;16;10;0;9;16;11;0;9;16;12;1;15;16;13;1;15;16;14;1;15;16;ran;2;9;16
452;19;8;9;ch;7;9;1;4;9;9;2;3;7;9;3;3;7;9;4;3;7;9;5;4;9;9;6;4;9;9;7;4;9;9;8;3;7;9;9;3;7;9;10;3;7;9;11;3;7;9;12;3;7;9;13;3;7;9;14;3;7;9;ran;3;7;9
453;31;16;18;ch;18;18;1;3;17;17;2;3;17;17;3;3;17;17;4;3;17;17;5;3;17;17;6;3;17;17;7;3;17;17;8;3;17;17;9;3;17;17;10;3;17;17;11;3;17;17;12;3;17;17;13;3;17;17;14;3;17;17;ran;0;18;18
454;26;11;15;ch;15;15;1;3;14;15;2;3;14;15;3;3;14;15;4;3;14;15;5;3;14;15;6;3;14;15;7;3;14;15;8;3;14;15;9;3;14;15;10;3;14;15;11;3;14;15;12;3;14;15;13;3;14;15;14;3;14;15;ran;0;15;15
455;37;19;21;ch;19;21;1;0;19;21;2;0;19;21;3;0;19;21;4;0;19;21;5;0;19;21;6;0;19;21;7;0;19;21;8;0;19;21;9;0;19;21;10;0;19;21;11;0;19;21;12;0;19;21;13;0;19;21;14;0;19;21;ran;1;18;22
456;15;10;11;ch;11;11;1;0;11;11;2;3;11;11;3;0;11;11;4;4;10;11;5;4;10;11;6;4;10;11;7;4;10;11;8;4;10;11;9;4;10;11;10;4;10;11;11;4;10;11;12;4;10;11;13;4;10;11;14;4;10;11;ran;0;11;11
457;14;9;9;ch;8;9;1;4;6;9;2;4;6;9;3;3;9;10;4;3;9;10;5;3;9;10;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;1;9;9;11;1;9;9;12;1;9;9;13;1;9;9;14;1;9;9;ran;3;9;10
458;20;9;13;ch;7;13;1;0;7;13;2;2;7;13;3;2;7;13;4;4;8;13;5;4;8;13;6;4;8;13;7;4;8;13;8;4;8;13;9;4;8;13;10;4;8;13;11;4;8;13;12;4;8;13;13;4;8;13;14;4;8;13;ran;1;8;13
459;27;10;17;ch;16;17;1;2;15;16;2;2;15;16;3;3;15;17;4;1;16;18;5;1;16;18;6;1;16;18;7;1;16;18;8;1;16;18;9;1;16;18;10;1;16;18;11;1;16;18;12;0;16;17;13;0;16;17;14;0;16;17;ran;2;15;16
460;24;16;17;ch;13;14;1;3;13;14;2;3;13;14;3;3;13;14;4;3;13;14;5;3;13;14;6;3;13;14;7;3;13;14;8;3;13;14;9;3;13;14;10;3;13;14;11;3;13;14;12;3;13;14;13;3;13;14;14;3;13;14;ran;1;13;14
461;29;12;20;ch;17;21;1;0;17;21;2;4;17;21;3;4;17;21;4;1;17;21;5;1;17;21;6;1;17;21;7;1;17;21;8;1;17;21;9;1;17;21;10;1;17;21;11;1;17;21;12;1;17;21;13;1;17;21;14;1;17;21;ran;1;17;21
462;25;13;19;ch;18;21;1;3;19;19;2;3;19;19;3;1;19;20;4;1;19;20;5;1;19;20;6;3;19;19;7;3;19;19;8;3;19;19;9;3;19;19;10;3;19;19;11;3;19;19;12;3;19;19;13;3;19;19;14;3;19;19;ran;2;19;20
463;33;13;21;ch;18;20;1;1;17;20;2;4;21;21;3;4;21;21;4;4;21;21;5;4;21;21;6;4;21;21;7;4;21;21;8;1;17;20;9;1;17;20;10;1;17;20;11;4;21;21;12;4;21;21;13;4;21;21;14;4;21;21;ran;3;17;19
464;28;14;20;ch;18;22;1;0;18;22;2;0;18;22;3;0;18;22;4;0;18;22;5;0;18;22;6;0;18;22;7;0;18;22;8;0;18;22;9;0;18;22;10;0;18;22;11;0;18;22;12;0;18;22;13;0;18;22;14;0;18;22;ran;0;18;22
466;22;9;14;ch;10;15;1;1;10;15;2;1;10;15;3;1;10;15;4;3;11;16;5;3;11;16;6;3;11;16;7;4;13;16;8;4;13;16;9;4;13;16;10;4;13;16;11;4;13;16;12;4;13;16;13;4;13;16;14;4;13;16;ran;3;11;16
467;21;13;13;ch;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;3;12;13;9;1;13;14;10;1;13;14;11;1;13;14;12;1;13;14;13;1;13;14;14;1;13;14;ran;1;13;14
468;35;14;25;ch;25;25;1;3;25;26;2;3;25;26;3;4;24;26;4;3;25;26;5;3;25;26;6;3;25;26;7;3;25;26;8;3;25;26;9;3;25;26;10;3;25;26;11;3;25;26;12;3;25;26;13;3;25;26;14;3;25;26;ran;3;25;26
469;18;8;11;ch;9;9;1;1;10;10;2;1;10;10;3;1;10;10;4;1;10;10;5;1;10;10;6;1;10;10;7;1;10;10;8;1;10;10;9;1;10;10;10;1;10;10;11;1;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;2;10;10
470;24;12;18;ch;15;18;1;0;15;18;2;0;15;18;3;0;15;18;4;0;15;18;5;0;15;18;6;0;15;18;7;0;15;18;8;0;15;18;9;0;15;18;10;0;15;18;11;0;15;18;12;0;15;18;13;0;15;18;14;2;15;18;ran;4;15;18
471;10;8;7;ch;7;7;1;1;5;6;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;4;7;7
472;28;9;17;ch;17;17;1;3;17;17;2;3;17;17;3;0;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;2;17;17;10;2;17;17;11;2;17;17;12;2;17;17;13;0;17;17;14;0;17;17;ran;0;17;17
473;12;7;7;ch;6;8;1;4;6;6;2;4;6;6;3;0;6;8;4;0;6;8;5;0;6;8;6;0;6;8;7;0;6;8;8;0;6;8;9;0;6;8;10;0;6;8;11;0;6;8;12;0;6;8;13;0;6;8;14;0;6;8;ran;1;6;7
475;34;12;21;ch;15;22;1;3;13;23;2;0;15;22;3;0;15;22;4;0;15;22;5;3;13;23;6;3;13;23;7;3;13;23;8;3;13;23;9;3;13;23;10;3;13;23;11;3;13;23;12;3;13;23;13;3;13;23;14;3;13;23;ran;2;16;22
476;21;13;14;ch;13;14;1;4;14;14;2;4;14;14;3;4;14;14;4;4;14;14;5;4;14;14;6;4;14;14;7;4;14;14;8;4;14;14;9;4;14;14;10;4;14;14;11;4;14;14;12;4;14;14;13;4;14;14;14;4;14;14;ran;1;13;14
477;37;16;25;ch;22;25;1;4;22;25;2;4;22;25;3;4;22;25;4;4;22;25;5;4;22;25;6;2;23;24;7;2;23;24;8;2;23;24;9;2;23;24;10;0;22;25;11;0;22;25;12;0;22;25;13;0;22;25;14;0;22;25;ran;0;22;25
478;26;12;14;ch;11;14;1;3;9;13;2;3;9;13;3;3;9;13;4;3;9;13;5;3;9;13;6;3;9;13;7;3;9;13;8;3;9;13;9;3;9;13;10;3;9;13;11;3;9;13;12;3;9;13;13;3;9;13;14;3;9;13;ran;3;9;13
479;11;6;6;ch;6;6;1;3;5;5;2;3;5;5;3;3;5;5;4;3;5;5;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;2;5;5
480;27;11;13;ch;6;15;1;4;6;14;2;1;6;15;3;1;6;15;4;1;6;15;5;1;6;15;6;1;6;15;7;1;6;15;8;1;6;15;9;1;6;15;10;1;6;15;11;1;6;15;12;1;6;15;13;1;6;15;14;1;6;15;ran;2;6;15
481;20;9;12;ch;11;13;1;1;11;13;2;1;11;13;3;1;11;13;4;1;11;13;5;1;11;13;6;1;11;13;7;1;11;13;8;1;11;13;9;1;11;13;10;1;11;13;11;1;11;13;12;1;11;13;13;1;11;13;14;1;11;13;ran;3;12;12
482;20;7;10;ch;10;10;1;3;9;10;2;3;9;10;3;3;9;10;4;3;9;10;5;3;9;10;6;3;9;10;7;3;9;10;8;3;9;10;9;2;10;10;10;2;10;10;11;3;9;10;12;3;9;10;13;3;9;10;14;3;9;10;ran;3;9;10
483;26;11;11;ch;10;12;1;0;10;12;2;0;10;12;3;0;10;12;4;0;10;12;5;0;10;12;6;0;10;12;7;0;10;12;8;0;10;12;9;0;10;12;10;2;9;13;11;2;9;13;12;2;9;13;13;2;9;13;14;2;9;13;ran;3;10;12
484;16;6;11;ch;7;9;1;0;7;9;2;0;7;9;3;0;7;9;4;0;7;9;5;0;7;9;6;0;7;9;7;0;7;9;8;0;7;9;9;0;7;9;10;0;7;9;11;0;7;9;12;0;7;9;13;0;7;9;14;0;7;9;ran;2;7;9
485;23;11;16;ch;16;16;1;0;16;16;2;0;16;16;3;2;16;17;4;2;16;17;5;2;16;17;6;2;16;17;7;2;16;17;8;3;16;17;9;3;16;17;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;0;16;16
486;35;17;24;ch;24;24;1;0;24;24;2;2;24;24;3;2;24;24;4;2;24;24;5;0;24;24;6;0;24;24;7;0;24;24;8;0;24;24;9;0;24;24;10;0;24;24;11;0;24;24;12;0;24;24;13;0;24;24;14;0;24;24;ran;1;23;23
487;10;11;8;ch;8;8;1;1;8;8;2;1;8;8;3;1;8;8;4;1;8;8;5;1;8;8;6;1;8;8;7;1;8;8;8;1;8;8;9;1;8;8;10;1;8;8;11;1;8;8;12;1;8;8;13;1;8;8;14;1;8;8;ran;0;8;8
488;19;13;13;ch;13;13;1;0;13;13;2;3;12;14;3;3;12;14;4;3;12;14;5;3;12;14;6;3;12;14;7;0;13;13;8;0;13;13;9;0;13;13;10;3;12;14;11;3;12;14;12;3;12;14;13;3;12;14;14;3;12;14;ran;0;13;13
489;23;11;9;ch;8;10;1;2;6;9;2;2;6;9;3;2;6;9;4;2;6;9;5;2;6;9;6;2;6;9;7;2;6;9;8;2;6;9;9;2;6;9;10;2;6;9;11;2;6;9;12;2;6;9;13;2;6;9;14;2;6;9;ran;4;6;10
490;39;11;18;ch;17;18;1;3;17;18;2;3;17;18;3;3;17;18;4;3;17;18;5;3;17;18;6;3;17;18;7;3;17;18;8;3;17;18;9;3;17;18;10;3;17;18;11;3;17;18;12;3;17;18;13;3;17;18;14;3;17;18;ran;0;17;18
491;25;9;15;ch;12;15;1;4;12;14;2;4;12;14;3;4;12;14;4;2;12;15;5;2;12;15;6;2;12;15;7;2;12;15;8;2;12;15;9;2;12;15;10;2;12;15;11;2;12;15;12;2;12;15;13;2;12;15;14;2;12;15;ran;2;12;15
492;15;6;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;2;7;7
493;5;5;3;ch;3;3;1;1;3;3;2;1;3;3;3;1;3;3;4;1;3;3;5;1;3;3;6;1;3;3;7;1;3;3;8;1;3;3;9;0;3;3;10;1;3;3;11;1;3;3;12;1;3;3;13;1;3;3;14;1;3;3;ran;2;3;3
494;23;11;14;ch;12;15;1;1;13;15;2;1;13;15;3;1;13;15;4;1;13;15;5;1;13;15;6;3;12;16;7;3;12;16;8;3;12;16;9;3;12;16;10;1;13;15;11;1;13;15;12;1;13;15;13;1;13;15;14;1;13;15;ran;0;12;15
495;20;8;12;ch;11;12;1;3;11;13;2;3;11;13;3;3;11;13;4;3;11;13;5;3;11;13;6;3;11;13;7;3;11;13;8;3;11;13;9;3;11;13;10;3;11;13;11;3;11;13;12;0;11;12;13;0;11;12;14;0;11;12;ran;2;11;13
496;11;6;4;ch;4;4;1;0;4;4;2;0;4;4;3;0;4;4;4;0;4;4;5;0;4;4;6;0;4;4;7;0;4;4;8;0;4;4;9;0;4;4;10;0;4;4;11;0;4;4;12;0;4;4;13;0;4;4;14;0;4;4;ran;0;4;4
497;34;15;26;ch;18;27;1;0;18;27;2;1;18;27;3;1;18;27;4;1;18;27;5;1;18;27;6;4;15;28;7;4;15;28;8;4;15;28;9;4;15;28;10;4;15;28;11;4;15;28;12;4;15;28;13;0;18;27;14;0;18;27;ran;0;18;27
499;12;6;8;ch;8;8;1;2;6;7;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;2;6;7
500;29;10;21;ch;21;21;1;0;21;21;2;0;21;21;3;0;21;21;4;0;21;21;5;0;21;21;6;1;20;21;7;0;21;21;8;0;21;21;9;0;21;21;10;0;21;21;11;0;21;21;12;0;21;21;13;0;21;21;14;1;20;21;ran;0;21;21
501;35;14;24;ch;20;24;1;2;20;24;2;2;20;24;3;2;20;24;4;2;20;24;5;2;20;24;6;2;20;24;7;2;20;24;8;2;20;24;9;2;20;24;10;2;20;24;11;2;20;24;12;4;17;24;13;4;17;24;14;4;17;24;ran;3;20;24
502;37;11;27;ch;27;27;1;1;27;27;2;1;27;27;3;1;27;27;4;1;27;27;5;1;27;27;6;1;27;27;7;1;27;27;8;1;27;27;9;1;27;27;10;1;27;27;11;1;27;27;12;1;27;27;13;1;27;27;14;1;27;27;ran;0;27;27
503;21;13;15;ch;15;16;1;1;15;16;2;1;15;16;3;1;15;16;4;1;15;16;5;0;15;16;6;0;15;16;7;0;15;16;8;0;15;16;9;1;15;16;10;1;15;16;11;1;15;16;12;1;15;16;13;1;15;16;14;1;15;16;ran;2;15;15
504;12;8;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;3;7;7
505;10;11;7;ch;7;7;1;1;7;7;2;1;7;7;3;1;7;7;4;1;7;7;5;1;7;7;6;1;7;7;7;1;7;7;8;1;7;7;9;1;7;7;10;1;7;7;11;1;7;7;12;1;7;7;13;1;7;7;14;1;7;7;ran;1;7;7
506;21;9;15;ch;12;15;1;3;12;15;2;3;12;15;3;3;12;15;4;3;12;15;5;3;12;15;6;3;12;15;7;3;12;15;8;3;12;15;9;3;12;15;10;3;12;15;11;3;12;15;12;3;12;15;13;3;12;15;14;3;12;15;ran;4;12;16
507;10;7;7;ch;6;7;1;3;6;7;2;3;6;7;3;3;6;7;4;3;6;7;5;2;6;6;6;2;6;6;7;1;6;8;8;2;6;6;9;2;6;6;10;2;6;6;11;3;6;7;12;3;6;7;13;3;6;7;14;3;6;7;ran;0;6;7
508;19;8;10;ch;10;10;1;1;10;10;2;1;10;10;3;1;10;10;4;1;10;10;5;1;10;10;6;1;10;10;7;1;10;10;8;1;10;10;9;1;10;10;10;1;10;10;11;1;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;1;10;10
509;13;9;8;ch;6;9;1;0;6;9;2;0;6;9;3;0;6;9;4;0;6;9;5;0;6;9;6;0;6;9;7;0;6;9;8;0;6;9;9;0;6;9;10;0;6;9;11;0;6;9;12;0;6;9;13;0;6;9;14;0;6;9;ran;2;6;10
510;38;17;25;ch;25;25;1;3;24;24;2;3;24;24;3;0;25;25;4;0;25;25;5;0;25;25;6;0;25;25;7;0;25;25;8;0;25;25;9;0;25;25;10;1;24;24;11;1;24;24;12;1;24;24;13;1;24;24;14;1;24;24;ran;1;24;24
