freq;,length;occ;cxs
1;9;573;(S>VP:COMP^1 (S>MD:HD^1@[P7] (S>NP:SBJ@[P3] (NP:SBJ@[P2] (PP:HD@[P1] (we@[P0] (TOP>S^1 )) ) ) ) (MD:HD@[A6] (can*S>MD:HD^1@[P5] (S>MD:HD*@[S4] ) ) ) ) (=== (see*S>VP:COMP^1@[P9] (S>VP:COMP*@[S8] ) ) ) )
1;16;671;(TOP>PUNC^1 (TOP>S@[P11] (TOP>UH )(S@[A10] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) ) ) (PUNC@[A14] (.*TOP>PUNC^1@[P13] (TOP>PUNC*@[S12] ) ) ) )
1;4;456;(DTP:SPR (DT@[P3] (DT@[P2] (the*START^1@[P1] (START*@[S0] ) ) ) ) )
1;23;138;(TOP>S^1 (TOP>S@[P11] (S@[P10] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) ) ) (=== (S>AP:COMP^1 (S>VBZ:HD^1@[P21] (S>NP:SBJ@[P17] (NP:SBJ@[P16] (PR@[P15] (DT@[P14] (that*TOP>S^1@[P13] (TOP>S*@[S12] ) ) ) ) ) ) (VBZ:HD@[A20] (is*S>VBZ:HD^1@[P19] (S>VBZ:HD*@[S18] ) ) ) ) (=== (fine*S>AP:COMP^1@[P23] (S>AP:COMP*@[S22] ) ) ) ) ) )
1;21;424;(TOP>PUNC^1 (TOP>S^1@[P16] (TOP>S@[P0] (TOP>UH )(S )) (S@[A15] (S>VP:COMP^1@[P14] (S>NP:COMP^1@[P9] (S>VBP:HD@[P4] (VBP:HD@[P3] (let*TOP>S^1@[P2] (TOP>S*@[S1] ) ) ) ) (NP:COMP@[A8] (PP:HD@[P7] (us*S>NP:COMP^1@[P6] (S>NP:COMP*@[S5] ) ) ) ) ) (VP:COMP@[A13] (VB:HD@[P12] (see*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) ) ) ) (PUNC@[A19] (.*TOP>PUNC^1@[P18] (TOP>PUNC*@[S17] ) ) ) )
1;9;214;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>VP:COMP@[P2] (S>MD:HD )(VP:COMP@[A1] (VP:COMP>PP:ADJ@[P0] (VP:COMP>VB:HD )(PP:ADJ )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
1;9;184;(S>ADVP:ADJ^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (we*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) (MD:HD@[A7] (can*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) ( ))
1;15;37;(S>VP:COMP^1 (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (will*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) (=== (VP:COMP>AP:COMP^1 (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (be*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) (=== (okay*VP:COMP>AP:COMP^1@[P15] (VP:COMP>AP:COMP*@[S14] ) ) ) ) ) )
1;17;264;(TOP>S^1 (TOP>NP@[P5] (NP@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (=== (S>VP:COMP^1 (S>MD:HD^1@[P15] (S>NP:SBJ@[P11] (NP:SBJ@[P10] (PR@[P9] (DT@[P8] (that*TOP>S^1@[P7] (TOP>S*@[S6] ) ) ) ) ) ) (MD:HD@[A14] (would*S>MD:HD^1@[P13] (S>MD:HD*@[S12] ) ) ) ) (=== (be*S>VP:COMP^1@[P17] (S>VP:COMP*@[S16] ) ) ) ) ) )
1;5;705;(TOP>IN^1 (TOP>S@[P3] (S@[P2] (S>VP:COMP@[P1] (S>NP:COMP )(VP:COMP@[A0] (VB:HD ) ) ) ) ) (=== (at*TOP>IN^1@[P5] (TOP>IN*@[S4] ) ) ) )
1;3;312;(S>NP:SBJ (S>ADVP:ADJ )(NP:SBJ@[A2] (PP:HD@[P1] (it@[P0] (S>NP:SBJ^1 )) ) ) )
1;10;303;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VBP:HD^1 (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (I*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (=== (do*S>VBP:HD^1@[P10] (S>VBP:HD*@[S9] ) ) ) ) ) )
1;8;564;(TOP>PUNC^1 (TOP>S@[P3] (S@[P2] (S>VP:COMP@[P1] (S>MD:HD )(VP:COMP@[A0] (VP:COMP>VP:COMP ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
1;9;231;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>VBZ:HD@[P2] (S>NP:SBJ )(VBZ:HD@[A1] (is@[P0] (S>VBZ:HD^1 )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
1;3;424;(S (VBP:HD@[P2] (let*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) )
1;7;918;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (NP:FLL>NP:HD (NP:HD@[P6] (Wednesday*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) )
1;3;767;(S>MD:HD^1 (S>NP:SBJ@[P2] (NP:SBJ@[P1] (NP:SBJ>PP:ADJ@[P0] (NP:SBJ>RB:ADJ )(PP:ADJ )) ) ) ( ))
1;15;543;(S (S>VBZ:HD^1@[P14] (S>NP:SBJ^1@[P10] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A9] (PR@[P8] (DT@[P7] (that*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) ) (VBZ:HD@[A13] (is*S>VBZ:HD^1@[P12] (S>VBZ:HD*@[S11] ) ) ) ) )
1;13;8;(S>S^1 (S>CNJ@[P3] (CNJ@[P2] (CC@[P1] (and@[P0] (TOP>S^1 )) ) ) ) (=== (S (S>MD:HD^1@[P12] (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (we*S>S^1@[P5] (S>S*@[S4] ) ) ) ) ) (MD:HD@[A11] (will*S>MD:HD^1@[P10] (S>MD:HD*@[S9] ) ) ) ) ) ) )
1;9;485;(S (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (can*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) )
1;15;447;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>AP:COMP^1 (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (VBZ:HD@[A12] (is*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) (=== (fine*S>AP:COMP^1@[P15] (S>AP:COMP*@[S14] ) ) ) ) ) )
1;5;648;(TOP>VP^1 (TOP>NP@[P4] (TOP>NP )(NP@[A3] (PP:HD@[P2] (we*TOP>NP^1@[P1] (TOP>NP*@[S0] ) ) ) ) ) ( ))
1;5;547;(S>VP:COMP (S>NP:COMP )(VP:COMP@[A4] (VP:COMP>RP@[P3] (VP:COMP>NP:COMP )(RP@[A2] (in*VP:COMP>RP^1@[P1] (VP:COMP>RP*@[S0] ) ) ) ) ) )
1;11;689;(S>VBP:HD^1 (S>NP:SBJ^1@[P9] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A8] (PP:HD@[P7] (I*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) (=== (guess*S>VBP:HD^1@[P11] (S>VBP:HD*@[S10] ) ) ) )
1;5;731;(S>NP:SBJ^1 (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (=== (one*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) )
1;6;188;(TOP>DTP^1 (TOP>CNJ@[P4] (CNJ@[P3] (CC@[P2] (or*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (a*TOP>DTP^1@[P6] (TOP>DTP*@[S5] ) ) ) )
1;6;912;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (WDT (what*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) )
1;7;889;(S>S:COMP^1 (S>VBP:HD@[P0] (S>NP:SBJ )(VBP:HD )) (=== (S:COMP>VBP:HD^1 (S:COMP>NP:SBJ@[P5] (NP:SBJ@[P4] (PP:HD@[P3] (we*S>S:COMP^1@[P2] (S>S:COMP*@[S1] ) ) ) ) ) (=== (do*S:COMP>VBP:HD^1@[P7] (S:COMP>VBP:HD*@[S6] ) ) ) ) ) )
1;3;201;(S>NP:COMP (S>NP:SBJ )(NP:COMP@[A2] (NN:HD@[P1] (one@[P0] (S>NP:COMP^1 )) ) ) )
1;14;911;(S (S>RB:ADJ^1@[P13] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (RB:ADJ@[A12] (not*S>RB:ADJ^1@[P11] (S>RB:ADJ*@[S10] ) ) ) ) )
1;10;105;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (can*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) )
1;5;448;(VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P3] (VB:HD@[P2] (do*S>VP:COMP^1@[P1] (S>VP:COMP*@[S0] ) ) ) ) (=== (two*VP:COMP>NP:COMP^1@[P5] (VP:COMP>NP:COMP*@[S4] ) ) ) )
1;19;479;(TOP>S (S@[P18] (S>VP:COMP@[P17] (S>MD:HD )(VP:COMP@[A16] (VP:COMP>PP:ADJ^1@[P15] (VP:COMP>AP:COMP@[P4] (VP:COMP>VB:HD )(AP:COMP@[A3] (JJ:HD@[P2] (good*VP:COMP>AP:COMP^1@[P1] (VP:COMP>AP:COMP*@[S0] ) ) ) ) ) (PP:ADJ@[A14] (PP:ADJ>NP:COMP^1@[P13] (PP:ADJ>IN:HD@[P8] (IN:HD@[P7] (for*VP:COMP>PP:ADJ^1@[P6] (VP:COMP>PP:ADJ*@[S5] ) ) ) ) (NP:COMP@[A12] (PP:HD@[P11] (you*PP:ADJ>NP:COMP^1@[P10] (PP:ADJ>NP:COMP*@[S9] ) ) ) ) ) ) ) ) ) ) )
1;6;836;(TOP>NP^1 (TOP>ADVP@[P4] (ADVP@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (I*TOP>NP^1@[P6] (TOP>NP*@[S5] ) ) ) )
1;10;609;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>MD:HD^1 (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (I*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (=== (can*S>MD:HD^1@[P10] (S>MD:HD*@[S9] ) ) ) ) ) )
1;9;326;(NP>,:PAR^1 (NP>RB:ADJ^1@[P8] (NP>CNUM:HD@[P4] (CNUM:HD@[P3] (CD@[P2] (two*START^1@[P1] (START*@[S0] ) ) ) ) ) (RB:ADJ@[A7] (o'clock*NP>RB:ADJ^1@[P6] (NP>RB:ADJ*@[S5] ) ) ) ) ( ))
1;20;245;(TOP>PUNC^1 (TOP>S@[P15] (TOP>ADVP )(S@[A14] (S>VP:COMP^1@[P13] (S>NP:COMP^1@[P8] (S>VBP:HD@[P3] (VBP:HD@[P2] (let*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (us*S>NP:COMP^1@[P5] (S>NP:COMP*@[S4] ) ) ) ) ) (VP:COMP@[A12] (VB:HD@[P11] (see*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) ) ) ) (PUNC@[A18] (.*TOP>PUNC^1@[P17] (TOP>PUNC*@[S16] ) ) ) )
1;4;635;(VP:COMP>NP:ADJ^1 (VP:COMP>,:PAR@[P3] (VP:COMP>NP:COMP )(,:PAR@[A2] (,*VP:COMP>,:PAR^1@[P1] (VP:COMP>,:PAR*@[S0] ) ) ) ) ( ))
1;4;557;(PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (on@[P0] (NP>PP:ADJ^1 )) ) ) (=== (Wednesday*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) )
1;4;694;(AP:COMP>JJ:HD^1 (AP:COMP>DGP:SPR@[P2] (DGP:SPR@[P1] (DG:HD@[P0] (RB )) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*AP:COMP>JJ:HD^1@[P4] (AP:COMP>JJ:HD*@[S3] ) ) ) )
1;6;859;(S>VBP:HD^1 (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (am*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) )
1;5;301;(S>NP:SBJ^1 (S>MD:HD@[P3] (MD:HD@[P2] (would*START^1@[P1] (START*@[S0] ) ) ) ) (=== (it*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) )
1;20;26;(TOP>S^1 (TOP>S@[P10] (S@[P9] (S>NP:COMP^1@[P8] (S>VBP:HD@[P3] (VBP:HD@[P2] (let*START^1@[P1] (START*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (us*S>NP:COMP^1@[P5] (S>NP:COMP*@[S4] ) ) ) ) ) ) ) (=== (S>ADVP:ADJ^1 (S>NP:COMP^1@[P19] (S>VBP:HD@[P14] (VBP:HD@[P13] (let*TOP>S^1@[P12] (TOP>S*@[S11] ) ) ) ) (NP:COMP@[A18] (PP:HD@[P17] (us*S>NP:COMP^1@[P16] (S>NP:COMP*@[S15] ) ) ) ) ) ( )) ) )
1;13;605;(TOP>VP^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (VP (VP>AP:COMP^1@[P12] (VP>VBZ:HD@[P7] (VBZ:HD@[P6] (sounds*TOP>VP^1@[P5] (TOP>VP*@[S4] ) ) ) ) (AP:COMP@[A11] (JJ:HD@[P10] (good*VP>AP:COMP^1@[P9] (VP>AP:COMP*@[S8] ) ) ) ) ) ) ) )
1;4;413;(S>NP:ADJ^1 (S>AP:COMP@[P3] (S>NP:SBJ )(AP:COMP@[A2] (JJ:HD@[P1] (good@[P0] (S>AP:COMP^1 )) ) ) ) ( ))
1;7;530;(S>VBP:HD^1 (S>NP:FLQ@[P5] (NP:FLQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (=== (have*S>VBP:HD^1@[P7] (S>VBP:HD*@[S6] ) ) ) )
1;9;125;(TOP>S^1 (TOP>NP@[P3] (TOP>S )(NP@[A2] (PP:HD@[P1] (I@[P0] (TOP>NP^1 )) ) ) ) (=== (S>MD:HD^1 (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (I*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ( )) ) )
1;8;383;(TOP>UH^1 (TOP>UH^1@[P7] (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (UH@[A6] (no*TOP>UH^1@[P5] (TOP>UH*@[S4] ) ) ) ) ( ))
1;11;477;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (S>MD:HD^1 (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PP:HD@[P7] (we*S>S^1@[P6] (S>S*@[S5] ) ) ) ) ) (=== (can*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) ) )
1;15;111;(S>NP:SBJ^1 (S>,:PAR^1@[P13] (S>VBZ:HD^1@[P9] (S>ADVP:FLQ@[P5] (ADVP:FLQ@[P4] (PR@[P3] (WRB@[P2] (how*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (,:PAR@[A12] (,*S>,:PAR^1@[P11] (S>,:PAR*@[S10] ) ) ) ) (=== (that*S>NP:SBJ^1@[P15] (S>NP:SBJ*@[S14] ) ) ) )
1;12;872;(NP>PP:ADJ (NP>NN:HD )(PP:ADJ@[A11] (PP:ADJ>NP:COMP@[P10] (PP:ADJ>IN:HD )(NP:COMP@[A9] (NP:COMP>NP:HD^1@[P8] (NP:COMP>DTP:SPR@[P4] (DTP:SPR@[P3] (DT@[P2] (DT@[P1] (a@[P0] (PP:ADJ>NP:COMP^1 )) ) ) ) ) (NP:HD@[A7] (Wednesday*NP:COMP>NP:HD^1@[P6] (NP:COMP>NP:HD*@[S5] ) ) ) ) ) ) ) )
1;5;788;(NP:COMP>NP^1 (NP:COMP>DTP:SPR@[P4] (DTP:SPR@[P3] (DT@[P2] (DT@[P1] (the@[P0] (S>NP:COMP^1 )) ) ) ) ) ( ))
1;5;758;(PP:ADJ>NP:COMP^1 (PP:ADJ>,:PAR@[P3] (PP:ADJ>IN:HD )(,:PAR@[A2] (,*PP:ADJ>,:PAR^1@[P1] (PP:ADJ>,:PAR*@[S0] ) ) ) ) (=== (vacation*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) )
1;14;55;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (will*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (have*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (=== (her*VP:COMP>NP:COMP^1@[P14] (VP:COMP>NP:COMP*@[S13] ) ) ) ) ) )
1;22;75;(TOP>S^1 (TOP>S@[P11] (S@[P10] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (sounds*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) ) ) (=== (S>PP:COMP^1 (S>VBZ:HD^1@[P21] (S>NP:SBJ@[P17] (NP:SBJ@[P16] (PR@[P15] (DT@[P14] (that*TOP>S^1@[P13] (TOP>S*@[S12] ) ) ) ) ) ) (VBZ:HD@[A20] (sounds*S>VBZ:HD^1@[P19] (S>VBZ:HD*@[S18] ) ) ) ) ( )) ) )
1;5;817;(S>MD:HD^1 (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) ( ))
1;16;268;(TOP>UH^1 (TOP>S@[P15] (S@[P14] (S>VP:COMP^1@[P13] (S>VBP:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (do*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (VP:COMP@[A12] (VB:HD@[P11] (have*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) ) ) ) ( ))
1;4;684;(S>NP:SBJ (S>NP:FLL )(NP:SBJ@[A3] (PR@[P2] (DT@[P1] (that@[P0] (S>NP:SBJ^1 )) ) ) ) )
1;14;433;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (S (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (EX:HD@[P7] (there*S>S^1@[P6] (S>S*@[S5] ) ) ) ) ) (VBZ:HD@[A12] (is*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) ) ) )
1;4;254;(TOP>PUNC^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) ( ))
1;3;170;(S>VP:COMP (S>NP:PAR )(VP:COMP@[A2] (VB:HD@[P1] (be@[P0] (S>VP:COMP^1 )) ) ) )
1;4;29;(S>MD:HD^1 (S>NP:SBJ@[P2] (NP:SBJ@[P1] (NP:SBJ>NN:HD@[P0] (NP:SBJ>DTP:SPR )(NN:HD )) ) ) (=== (will*S>MD:HD^1@[P4] (S>MD:HD*@[S3] ) ) ) )
1;15;250;(S>AP:COMP^1 (S>,:PAR^1@[P13] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (,:PAR@[A12] (,*S>,:PAR^1@[P11] (S>,:PAR*@[S10] ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>AP:COMP^1@[P15] (S>AP:COMP*@[S14] ) ) ) )
1;3;144;(NP:COMP>S:ADJ^1 (NP:COMP>NN:HD@[P2] (NP:COMP>DTP:SPR )(NN:HD@[A1] (time@[P0] (NP:COMP>NN:HD^1 )) ) ) ( ))
1;18;409;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VP:COMP^1 (S>NP:COMP^1@[P12] (S>VBP:HD@[P7] (VBP:HD@[P6] (let*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) (NP:COMP@[A11] (PP:HD@[P10] (us*S>NP:COMP^1@[P9] (S>NP:COMP*@[S8] ) ) ) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P16] (VB:HD@[P15] (do*S>VP:COMP^1@[P14] (S>VP:COMP*@[S13] ) ) ) ) (=== (it*VP:COMP>NP:COMP^1@[P18] (VP:COMP>NP:COMP*@[S17] ) ) ) ) ) ) ) )
1;3;524;(AP>DGP:SPR (DGP:SPR@[P2] (DG:HD@[P1] (DT@[P0] (no )) ) ) )
1;5;35;(TOP>PUNC^1 (TOP>NP@[P0] (TOP>S )(NP )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
1;5;556;(VP:COMP>ADVP:ADJ^1 (VP:COMP>NP:COMP@[P3] (VP:COMP>VB:HD )(NP:COMP@[A2] (PP:HD@[P1] (it@[P0] (VP:COMP>NP:COMP^1 )) ) ) ) (=== (later*VP:COMP>ADVP:ADJ^1@[P5] (VP:COMP>ADVP:ADJ*@[S4] ) ) ) )
1;13;110;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>AP:COMP^1 (S>VBZ:HD^1@[P12] (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (it*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (VBZ:HD@[A11] (is*S>VBZ:HD^1@[P10] (S>VBZ:HD*@[S9] ) ) ) ) ( )) ) )
1;4;360;(TOP>PUNC^1 (TOP>VBZ@[P3] (VBZ@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) ( ))
1;3;157;(TOP>CNJ (TOP>UH )(CNJ@[A2] (CC@[P1] (and@[P0] (TOP>CNJ^1 )) ) ) )
1;11;554;(TOP>UH^1 (TOP>S@[P10] (S@[P9] (S>VBP:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (see*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) ) ) ( ))
1;18;101;(S>VP:COMP^1 (S>NP:SBJ^1@[P8] (S>MD:HD@[P3] (MD:HD@[P2] (would*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (like*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P16] (TO:HD@[P15] (to*VP:COMP>VP:COMP^1@[P14] (VP:COMP>VP:COMP*@[S13] ) ) ) ) (=== (have*VP:COMP>VP:COMP^1@[P18] (VP:COMP>VP:COMP*@[S17] ) ) ) ) ) ) ) )
1;9;312;(S>VP:COMP^1 (S>MD:HD^1@[P4] (S>NP:SBJ@[P0] (S>ADVP:ADJ )(NP:SBJ )) (MD:HD@[A3] (would*S>MD:HD^1@[P2] (S>MD:HD*@[S1] ) ) ) ) (=== (VP:COMP>AP:COMP^1 (VP:COMP>VB:HD@[P8] (VB:HD@[P7] (be*S>VP:COMP^1@[P6] (S>VP:COMP*@[S5] ) ) ) ) ( )) ) )
1;6;462;(TOP>PUNC^1 (TOP>NP@[P1] (NP@[P0] (NP>NN:HD )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
1;5;675;(TOP>S^1 (TOP>CNJ@[P4] (CNJ@[P3] (CC@[P2] (or*START^1@[P1] (START*@[S0] ) ) ) ) ) ( ))
1;3;441;(VP:COMP>AP:COMP (VP:COMP>VB:HD )(AP:COMP@[A2] (JJ:HD@[P1] (unk@[P0] (VP:COMP>AP:COMP^1 )) ) ) )
